name,year,team_name,age,lg_name,pos_name,PTS,AST
Alaa Abdelnaby,1991,Portland Trail Blazers,22,NBA,PF,135,12
Alaa Abdelnaby,1992,Portland Trail Blazers,23,NBA,PF,432,30
Alaa Abdelnaby,1993,TOT,24,NBA,PF,578,27
Alaa Abdelnaby,1994,Boston Celtics,25,NBA,PF,64,3
Alaa Abdelnaby,1995,TOT,26,NBA,PF,256,13
Zaid Abdul-Aziz,1969,TOT,22,NBA,C,358,37
Zaid Abdul-Aziz,1970,Milwaukee Bucks,23,NBA,PF,593,62
Zaid Abdul-Aziz,1971,Oklahoma City Thunder,24,NBA,C,665,42
Zaid Abdul-Aziz,1972,Oklahoma City Thunder,25,NBA,C,798,124
Zaid Abdul-Aziz,1973,Houston Rockets,26,NBA,C,417,53
Zaid Abdul-Aziz,1974,Houston Rockets,27,NBA,C,865,166
Zaid Abdul-Aziz,1975,Houston Rockets,28,NBA,C,629,84
Zaid Abdul-Aziz,1976,Oklahoma City Thunder,29,NBA,C,86,16
Zaid Abdul-Aziz,1977,Los Angeles Clippers,30,NBA,C,83,7
Zaid Abdul-Aziz,1978,TOT,31,NBA,C,63,10
Kareem Abdul-Jabbar,1970,Milwaukee Bucks,22,NBA,C,2361,337
Kareem Abdul-Jabbar,1971,Milwaukee Bucks,23,NBA,C,2596,272
Kareem Abdul-Jabbar,1972,Milwaukee Bucks,24,NBA,C,2822,370
Kareem Abdul-Jabbar,1973,Milwaukee Bucks,25,NBA,C,2292,379
Kareem Abdul-Jabbar,1974,Milwaukee Bucks,26,NBA,C,2191,386
Kareem Abdul-Jabbar,1975,Milwaukee Bucks,27,NBA,C,1949,264
Kareem Abdul-Jabbar,1976,Los Angeles Lakers,28,NBA,C,2275,413
Kareem Abdul-Jabbar,1977,Los Angeles Lakers,29,NBA,C,2152,319
Kareem Abdul-Jabbar,1978,Los Angeles Lakers,30,NBA,C,1600,269
Kareem Abdul-Jabbar,1979,Los Angeles Lakers,31,NBA,C,1903,431
Kareem Abdul-Jabbar,1980,Los Angeles Lakers,32,NBA,C,2034,371
Kareem Abdul-Jabbar,1981,Los Angeles Lakers,33,NBA,C,2095,272
Kareem Abdul-Jabbar,1982,Los Angeles Lakers,34,NBA,C,1818,225
Kareem Abdul-Jabbar,1983,Los Angeles Lakers,35,NBA,C,1722,200
Kareem Abdul-Jabbar,1984,Los Angeles Lakers,36,NBA,C,1717,211
Kareem Abdul-Jabbar,1985,Los Angeles Lakers,37,NBA,C,1735,249
Kareem Abdul-Jabbar,1986,Los Angeles Lakers,38,NBA,C,1846,280
Kareem Abdul-Jabbar,1987,Los Angeles Lakers,39,NBA,C,1366,203
Kareem Abdul-Jabbar,1988,Los Angeles Lakers,40,NBA,C,1165,135
Kareem Abdul-Jabbar,1989,Los Angeles Lakers,41,NBA,C,748,74
Mahdi Abdul-Rahman,1965,Los Angeles Lakers,22,NBA,SG,280,140
Mahdi Abdul-Rahman,1966,Los Angeles Lakers,23,NBA,SG,1098,393
Mahdi Abdul-Rahman,1967,Los Angeles Lakers,24,NBA,PG,731,323
Mahdi Abdul-Rahman,1968,Oklahoma City Thunder,25,NBA,PG,1894,493
Mahdi Abdul-Rahman,1969,Atlanta Hawks,26,NBA,PG,898,474
Mahdi Abdul-Rahman,1970,Atlanta Hawks,27,NBA,PG,1253,561
Mahdi Abdul-Rahman,1971,Atlanta Hawks,28,NBA,PG,1349,514
Mahdi Abdul-Rahman,1972,Los Angeles Clippers,29,NBA,PG,1137,406
Mahdi Abdul-Rahman,1973,TOT,30,NBA,PG,261,129
Mahdi Abdul-Rahman,1974,Oklahoma City Thunder,31,NBA,PG,186,122
Mahmoud Abdul-Rauf,1991,Denver Nuggets,21,NBA,PG,942,206
Mahmoud Abdul-Rauf,1992,Denver Nuggets,22,NBA,PG,837,192
Mahmoud Abdul-Rauf,1993,Denver Nuggets,23,NBA,PG,1553,344
Mahmoud Abdul-Rauf,1994,Denver Nuggets,24,NBA,PG,1437,362
Mahmoud Abdul-Rauf,1995,Denver Nuggets,25,NBA,PG,1165,263
Mahmoud Abdul-Rauf,1996,Denver Nuggets,26,NBA,PG,1095,389
Mahmoud Abdul-Rauf,1997,Sacramento Kings,27,NBA,PG,1031,189
Mahmoud Abdul-Rauf,1998,Sacramento Kings,28,NBA,PG,227,58
Mahmoud Abdul-Rauf,2001,Memphis Grizzlies,31,NBA,PG,266,76
Tariq Abdul-Wahad,1998,Sacramento Kings,23,NBA,SG,376,51
Tariq Abdul-Wahad,1999,Sacramento Kings,24,NBA,SG,454,50
Tariq Abdul-Wahad,2000,TOT,25,NBA,SG,697,98
Tariq Abdul-Wahad,2001,Denver Nuggets,26,NBA,SG,111,22
Tariq Abdul-Wahad,2002,TOT,27,NBA,SG,135,24
Tariq Abdul-Wahad,2003,Dallas Mavericks,28,NBA,SG,57,21
Shareef Abdur-Rahim,1997,Memphis Grizzlies,20,NBA,PF,1494,175
Shareef Abdur-Rahim,1998,Memphis Grizzlies,21,NBA,SF,1829,213
Shareef Abdur-Rahim,1999,Memphis Grizzlies,22,NBA,SF,1152,172
Shareef Abdur-Rahim,2000,Memphis Grizzlies,23,NBA,SF,1663,271
Shareef Abdur-Rahim,2001,Memphis Grizzlies,24,NBA,SF,1663,250
Shareef Abdur-Rahim,2002,Atlanta Hawks,25,NBA,PF,1636,239
Shareef Abdur-Rahim,2003,Atlanta Hawks,26,NBA,PF,1608,242
Shareef Abdur-Rahim,2004,TOT,27,NBA,PF,1384,174
Shareef Abdur-Rahim,2005,Portland Trail Blazers,28,NBA,PF,909,111
Shareef Abdur-Rahim,2006,Sacramento Kings,29,NBA,PF,887,149
Shareef Abdur-Rahim,2007,Sacramento Kings,30,NBA,C,793,109
Shareef Abdur-Rahim,2008,Sacramento Kings,31,NBA,PF,10,4
Tom Abernethy,1977,Los Angeles Lakers,22,NBA,SF,439,98
Tom Abernethy,1978,Los Angeles Lakers,23,NBA,SF,493,101
Tom Abernethy,1979,Golden State Warriors,24,NBA,PF,422,79
Tom Abernethy,1980,Golden State Warriors,25,NBA,PF,362,87
Tom Abernethy,1981,TOT,26,NBA,SF,63,19
Forest Able,1957,Philadelphia 76ers,24,NBA,no pos,0,1
John Abramovic,1947,Pittsburgh Ironmen,27,BAA,no pos,527,35
John Abramovic,1948,TOT,28,BAA,no pos,6,2
Alex Acker,2006,Detroit Pistons,23,NBA,SG,9,4
Alex Acker,2009,TOT,26,NBA,SG,72,12
Don Ackerman,1954,New York Knicks,23,NBA,PG,43,23
Mark Acres,1988,Boston Celtics,25,NBA,C,287,42
Mark Acres,1989,Boston Celtics,26,NBA,C,137,19
Mark Acres,1990,Orlando Magic,27,NBA,C,362,67
Mark Acres,1991,Orlando Magic,28,NBA,C,285,25
Mark Acres,1992,Orlando Magic,29,NBA,C,208,22
Mark Acres,1993,TOT,30,NBA,C,64,5
Bud Acton,1968,Houston Rockets,26,NBA,SF,77,11
Quincy Acy,2013,Toronto Raptors,22,NBA,PF,116,11
Quincy Acy,2014,TOT,23,NBA,SF,171,28
Quincy Acy,2015,New York Knicks,24,NBA,PF,244,42
Alvan Adams,1976,Phoenix Suns,21,NBA,C,1519,450
Alvan Adams,1977,Phoenix Suns,22,NBA,C,1296,322
Alvan Adams,1978,Phoenix Suns,23,NBA,C,1082,225
Alvan Adams,1979,Phoenix Suns,24,NBA,C,1369,360
Alvan Adams,1980,Phoenix Suns,25,NBA,C,1118,322
Alvan Adams,1981,Phoenix Suns,26,NBA,C,1115,344
Alvan Adams,1982,Phoenix Suns,27,NBA,C,1196,356
Alvan Adams,1983,Phoenix Suns,28,NBA,C,1135,376
Alvan Adams,1984,Phoenix Suns,29,NBA,C,670,219
Alvan Adams,1985,Phoenix Suns,30,NBA,PF,1202,308
Alvan Adams,1986,Phoenix Suns,31,NBA,C,841,324
Alvan Adams,1987,Phoenix Suns,32,NBA,C,756,223
Alvan Adams,1988,Phoenix Suns,33,NBA,C,611,183
Don Adams,1971,Houston Rockets,23,NBA,SF,937,173
Don Adams,1972,TOT,24,NBA,SF,831,140
Don Adams,1973,TOT,25,NBA,SF,675,117
Don Adams,1974,Detroit Pistons,26,NBA,SF,759,141
Don Adams,1975,TOT,27,NBA,SF,400,129
Don Adams,1976,TOT,28,NBA,SF,435,161
Don Adams,1977,Los Angeles Clippers,29,NBA,SF,561,150
George Adams,1973,San Diego Sails,23,ABA,SF,373,64
George Adams,1974,San Diego Sails,24,ABA,SF,585,127
George Adams,1975,San Diego Sails,25,ABA,SF,694,126
Hassan Adams,2007,Brooklyn Nets,22,NBA,SG,174,13
Hassan Adams,2009,Toronto Raptors,24,NBA,SG,11,1
Jordan Adams,2015,Memphis Grizzlies,20,NBA,SG,33,7
Michael Adams,1986,Sacramento Kings,23,NBA,PG,40,22
Michael Adams,1987,Washington Wizards,24,NBA,PG,453,244
Michael Adams,1988,Denver Nuggets,25,NBA,PG,1137,503
Michael Adams,1989,Denver Nuggets,26,NBA,PG,1424,490
Michael Adams,1990,Denver Nuggets,27,NBA,PG,1221,495
Michael Adams,1991,Denver Nuggets,28,NBA,PG,1752,693
Michael Adams,1992,Washington Wizards,29,NBA,PG,1408,594
Michael Adams,1993,Washington Wizards,30,NBA,PG,1035,526
Michael Adams,1994,Washington Wizards,31,NBA,PG,849,480
Michael Adams,1995,Charlotte Hornets,32,NBA,PG,188,95
Michael Adams,1996,Charlotte Hornets,33,NBA,PG,114,67
Steven Adams,2014,Oklahoma City Thunder,20,NBA,C,265,43
Steven Adams,2015,Oklahoma City Thunder,21,NBA,C,348,43
Rafael Addison,1987,Phoenix Suns,22,NBA,SF,359,45
Rafael Addison,1992,Brooklyn Nets,27,NBA,SF,444,68
Rafael Addison,1993,Brooklyn Nets,28,NBA,SF,428,53
Rafael Addison,1995,Detroit Pistons,30,NBA,SF,656,109
Rafael Addison,1996,Charlotte Hornets,31,NBA,SF,171,30
Rafael Addison,1997,Charlotte Hornets,32,NBA,SF,128,34
Rick Adelman,1969,Houston Rockets,22,NBA,PG,485,238
Rick Adelman,1970,Houston Rockets,23,NBA,PG,260,113
Rick Adelman,1971,Portland Trail Blazers,24,NBA,PG,1023,380
Rick Adelman,1972,Portland Trail Blazers,25,NBA,PG,809,413
Rick Adelman,1973,Portland Trail Blazers,26,NBA,PG,501,294
Rick Adelman,1974,Chicago Bulls,27,NBA,PG,182,56
Rick Adelman,1975,TOT,28,NBA,PG,319,112
Jeff Adrien,2011,Golden State Warriors,24,NBA,PF,57,10
Jeff Adrien,2012,Houston Rockets,25,NBA,PF,21,1
Jeff Adrien,2013,Charlotte Hornets,26,NBA,PF,209,36
Jeff Adrien,2014,TOT,27,NBA,PF,362,38
Jeff Adrien,2015,Minnesota Timberwolves,28,NBA,PF,60,15
Arron Afflalo,2008,Detroit Pistons,22,NBA,SG,276,52
Arron Afflalo,2009,Detroit Pistons,23,NBA,SG,363,44
Arron Afflalo,2010,Denver Nuggets,24,NBA,SG,724,138
Arron Afflalo,2011,Denver Nuggets,25,NBA,SG,867,168
Arron Afflalo,2012,Denver Nuggets,26,NBA,SG,943,149
Arron Afflalo,2013,Orlando Magic,27,NBA,SF,1057,206
Arron Afflalo,2014,Orlando Magic,28,NBA,SG,1330,248
Arron Afflalo,2015,Denver Nuggets,29,NBA,SG,721,93
Maurice Ager,2007,Dallas Mavericks,22,NBA,SG,69,7
Maurice Ager,2008,TOT,23,NBA,SG,51,8
Maurice Ager,2009,Brooklyn Nets,24,NBA,SG,34,3
Maurice Ager,2011,Minnesota Timberwolves,26,NBA,SG,15,1
Mark Aguirre,1982,Dallas Mavericks,22,NBA,SF,955,164
Mark Aguirre,1983,Dallas Mavericks,23,NBA,SF,1979,332
Mark Aguirre,1984,Dallas Mavericks,24,NBA,SF,2330,358
Mark Aguirre,1985,Dallas Mavericks,25,NBA,SF,2055,249
Mark Aguirre,1986,Dallas Mavericks,26,NBA,SF,1670,339
Mark Aguirre,1987,Dallas Mavericks,27,NBA,SF,2056,254
Mark Aguirre,1988,Dallas Mavericks,28,NBA,SF,1932,278
Mark Aguirre,1989,TOT,29,NBA,SF,1511,278
Mark Aguirre,1990,Detroit Pistons,30,NBA,SF,1099,145
Mark Aguirre,1991,Detroit Pistons,31,NBA,SF,1104,139
Mark Aguirre,1992,Detroit Pistons,32,NBA,SF,851,126
Mark Aguirre,1993,Detroit Pistons,33,NBA,SF,503,105
Mark Aguirre,1994,Los Angeles Clippers,34,NBA,SF,413,104
Blake Ahearn,2008,Miami Heat,23,NBA,PG,70,19
Blake Ahearn,2009,San Antonio Spurs,24,NBA,PG,8,2
Blake Ahearn,2012,Utah Jazz,27,NBA,PG,10,1
Danny Ainge,1982,Boston Celtics,22,NBA,SG,219,87
Danny Ainge,1983,Boston Celtics,23,NBA,SG,791,251
Danny Ainge,1984,Boston Celtics,24,NBA,SG,384,162
Danny Ainge,1985,Boston Celtics,25,NBA,SG,971,399
Danny Ainge,1986,Boston Celtics,26,NBA,SG,855,405
Danny Ainge,1987,Boston Celtics,27,NBA,SG,1053,400
Danny Ainge,1988,Boston Celtics,28,NBA,SG,1270,503
Danny Ainge,1989,TOT,29,NBA,PG,1281,402
Danny Ainge,1990,Sacramento Kings,30,NBA,PG,1342,453
Danny Ainge,1991,Portland Trail Blazers,31,NBA,SG,890,285
Danny Ainge,1992,Portland Trail Blazers,32,NBA,SG,784,202
Danny Ainge,1993,Phoenix Suns,33,NBA,SG,947,260
Danny Ainge,1994,Phoenix Suns,34,NBA,SG,606,180
Danny Ainge,1995,Phoenix Suns,35,NBA,SG,571,210
Matthew Aitch,1968,Indiana Pacers,23,ABA,PF,252,18
Alexis Ajinca,2009,Charlotte Hornets,20,NBA,PF,70,3
Alexis Ajinca,2010,Charlotte Hornets,21,NBA,C,10,0
Alexis Ajinca,2011,TOT,22,NBA,C,143,10
Alexis Ajinca,2014,New Orleans Pelicans,25,NBA,C,328,40
Alexis Ajinca,2015,New Orleans Pelicans,26,NBA,C,181,12
Henry Akin,1967,New York Knicks,22,NBA,PF,192,25
Henry Akin,1968,Oklahoma City Thunder,23,NBA,C,112,14
Henry Akin,1969,Kentucky Colonels,24,ABA,PF,4,1
Josh Akognon,2013,Dallas Mavericks,26,NBA,PG,5,1
Solomon Alabi,2011,Toronto Raptors,22,NBA,C,6,2
Solomon Alabi,2012,Toronto Raptors,23,NBA,C,33,3
Mark Alarie,1987,Denver Nuggets,23,NBA,PF,503,74
Mark Alarie,1988,Washington Wizards,24,NBA,PF,327,39
Mark Alarie,1989,Washington Wizards,25,NBA,PF,498,63
Mark Alarie,1990,Washington Wizards,26,NBA,PF,860,142
Mark Alarie,1991,Washington Wizards,27,NBA,PF,244,45
Gary Alcorn,1960,Detroit Pistons,23,NBA,C,230,22
Gary Alcorn,1961,Los Angeles Lakers,24,NBA,C,31,2
Furkan Aldemir,2015,Philadelphia 76ers,23,NBA,PF,27,9
Cole Aldrich,2011,Oklahoma City Thunder,22,NBA,C,18,4
Cole Aldrich,2012,Oklahoma City Thunder,23,NBA,C,57,3
Cole Aldrich,2013,TOT,24,NBA,C,100,9
Cole Aldrich,2014,New York Knicks,25,NBA,C,92,14
Cole Aldrich,2015,New York Knicks,26,NBA,C,173,37
LaMarcus Aldridge,2007,Portland Trail Blazers,21,NBA,C,565,24
LaMarcus Aldridge,2008,Portland Trail Blazers,22,NBA,PF,1350,122
LaMarcus Aldridge,2009,Portland Trail Blazers,23,NBA,PF,1470,157
LaMarcus Aldridge,2010,Portland Trail Blazers,24,NBA,PF,1393,160
LaMarcus Aldridge,2011,Portland Trail Blazers,25,NBA,PF,1769,170
LaMarcus Aldridge,2012,Portland Trail Blazers,26,NBA,PF,1191,134
LaMarcus Aldridge,2013,Portland Trail Blazers,27,NBA,PF,1560,192
LaMarcus Aldridge,2014,Portland Trail Blazers,28,NBA,PF,1603,178
LaMarcus Aldridge,2015,Portland Trail Blazers,29,NBA,PF,1000,79
Chuck Aleksinas,1985,Golden State Warriors,25,NBA,C,377,36
Cory Alexander,1996,San Antonio Spurs,22,NBA,PG,168,121
Cory Alexander,1997,San Antonio Spurs,23,NBA,PG,577,254
Cory Alexander,1998,TOT,24,NBA,PG,488,209
Cory Alexander,1999,Denver Nuggets,25,NBA,PG,261,119
Cory Alexander,2000,Denver Nuggets,26,NBA,PG,82,58
Cory Alexander,2001,Orlando Magic,27,NBA,PG,52,36
Cory Alexander,2005,Charlotte Hornets,31,NBA,SG,49,37
Courtney Alexander,2001,TOT,23,NBA,PG,618,62
Courtney Alexander,2002,Washington Wizards,24,NBA,SG,549,86
Courtney Alexander,2003,New Orleans Pelicans,25,NBA,PG,523,79
Gary Alexander,1994,TOT,24,NBA,PF,19,2
Joe Alexander,2009,Milwaukee Bucks,22,NBA,SF,278,42
Joe Alexander,2010,Chicago Bulls,23,NBA,SF,4,2
Victor Alexander,1992,Golden State Warriors,22,NBA,C,589,32
Victor Alexander,1993,Golden State Warriors,23,NBA,C,809,93
Victor Alexander,1994,Golden State Warriors,24,NBA,C,602,66
Victor Alexander,1995,Golden State Warriors,25,NBA,C,502,60
Victor Alexander,2002,Detroit Pistons,32,NBA,C,40,6
Steve Alford,1988,Dallas Mavericks,23,NBA,PG,59,23
Steve Alford,1989,TOT,24,NBA,PG,366,92
Steve Alford,1990,Dallas Mavericks,25,NBA,PG,168,39
Steve Alford,1991,Dallas Mavericks,26,NBA,PG,151,22
Bill Allen,1968,Utah Stars,0,ABA,C,300,23
Bob Allen,1969,Golden State Warriors,22,NBA,PF,48,10
Jerome Allen,1996,Minnesota Timberwolves,23,NBA,SG,108,49
Jerome Allen,1997,TOT,24,NBA,SG,228,152
Lavoy Allen,2012,Philadelphia 76ers,22,NBA,PF,169,34
Lavoy Allen,2013,Philadelphia 76ers,23,NBA,C,455,73
Lavoy Allen,2014,TOT,24,NBA,PF,303,71
Lavoy Allen,2015,Indiana Pacers,25,NBA,PF,275,57
Lucius Allen,1970,Oklahoma City Thunder,22,NBA,PG,794,342
Lucius Allen,1971,Milwaukee Bucks,23,NBA,PG,433,161
Lucius Allen,1972,Milwaukee Bucks,24,NBA,PG,1080,333
Lucius Allen,1973,Milwaukee Bucks,25,NBA,PG,1237,426
Lucius Allen,1974,Milwaukee Bucks,26,NBA,PG,1268,374
Lucius Allen,1975,TOT,27,NBA,PG,1260,372
Lucius Allen,1976,Los Angeles Lakers,28,NBA,PG,1119,357
Lucius Allen,1977,Los Angeles Lakers,29,NBA,PG,1139,405
Lucius Allen,1978,Sacramento Kings,30,NBA,PG,920,360
Lucius Allen,1979,Sacramento Kings,31,NBA,PG,157,44
Malik Allen,2002,Miami Heat,23,NBA,PF,52,5
Malik Allen,2003,Miami Heat,24,NBA,PF,767,54
Malik Allen,2004,Miami Heat,25,NBA,PF,191,16
Malik Allen,2005,TOT,26,NBA,PF,194,18
Malik Allen,2006,Chicago Bulls,27,NBA,PF,266,20
Malik Allen,2007,Chicago Bulls,28,NBA,PF,242,16
Malik Allen,2008,TOT,29,NBA,PF,338,44
Malik Allen,2009,Milwaukee Bucks,30,NBA,PF,156,35
Malik Allen,2010,Denver Nuggets,31,NBA,PF,105,16
Malik Allen,2011,Orlando Magic,32,NBA,PF,23,4
Randy Allen,1989,Sacramento Kings,24,NBA,SG,17,0
Randy Allen,1990,Sacramento Kings,25,NBA,SG,235,23
Ray Allen,1997,Milwaukee Bucks,21,NBA,SG,1102,210
Ray Allen,1998,Milwaukee Bucks,22,NBA,SG,1602,356
Ray Allen,1999,Milwaukee Bucks,23,NBA,SG,856,178
Ray Allen,2000,Milwaukee Bucks,24,NBA,SG,1809,308
Ray Allen,2001,Milwaukee Bucks,25,NBA,SG,1806,374
Ray Allen,2002,Milwaukee Bucks,26,NBA,SG,1503,271
Ray Allen,2003,TOT,27,NBA,SG,1713,334
Ray Allen,2004,Oklahoma City Thunder,28,NBA,SG,1287,268
Ray Allen,2005,Oklahoma City Thunder,29,NBA,SG,1867,289
Ray Allen,2006,Oklahoma City Thunder,30,NBA,SG,1955,286
Ray Allen,2007,Oklahoma City Thunder,31,NBA,SG,1454,228
Ray Allen,2008,Boston Celtics,32,NBA,SG,1273,225
Ray Allen,2009,Boston Celtics,33,NBA,SG,1434,218
Ray Allen,2010,Boston Celtics,34,NBA,SG,1304,210
Ray Allen,2011,Boston Celtics,35,NBA,SG,1321,219
Ray Allen,2012,Boston Celtics,36,NBA,SG,655,109
Ray Allen,2013,Miami Heat,37,NBA,SG,863,135
Ray Allen,2014,Miami Heat,38,NBA,SG,701,143
Tony Allen,2005,Boston Celtics,23,NBA,SG,492,64
Tony Allen,2006,Boston Celtics,24,NBA,PG,369,67
Tony Allen,2007,Boston Celtics,25,NBA,SG,379,56
Tony Allen,2008,Boston Celtics,26,NBA,SG,494,114
Tony Allen,2009,Boston Celtics,27,NBA,SG,359,66
Tony Allen,2010,Boston Celtics,28,NBA,SG,330,72
Tony Allen,2011,Memphis Grizzlies,29,NBA,SG,643,104
Tony Allen,2012,Memphis Grizzlies,30,NBA,SG,568,79
Tony Allen,2013,Memphis Grizzlies,31,NBA,SG,705,98
Tony Allen,2014,Memphis Grizzlies,32,NBA,SG,495,94
Tony Allen,2015,Memphis Grizzlies,33,NBA,SG,323,59
Willie Allen,1972,The Floridians,22,ABA,PF,13,4
Odis Allison,1972,Golden State Warriors,22,NBA,SF,67,10
Lance Allred,2008,Cleveland Cavaliers,26,NBA,C,3,0
Darrell Allums,1981,Dallas Mavericks,22,NBA,PF,59,25
Morris Almond,2008,Utah Jazz,22,NBA,SG,13,3
Morris Almond,2009,Utah Jazz,23,NBA,SG,92,7
Morris Almond,2012,Washington Wizards,26,NBA,SG,14,2
Derrick Alston,1995,Philadelphia 76ers,22,NBA,C,299,33
Derrick Alston,1996,Philadelphia 76ers,23,NBA,C,452,61
Derrick Alston,1997,Atlanta Hawks,24,NBA,C,0,0
Rafer Alston,2000,Milwaukee Bucks,23,NBA,PG,60,70
Rafer Alston,2001,Milwaukee Bucks,24,NBA,PG,77,68
Rafer Alston,2002,Milwaukee Bucks,25,NBA,PG,177,143
Rafer Alston,2003,Toronto Raptors,26,NBA,PG,366,192
Rafer Alston,2004,Miami Heat,27,NBA,PG,838,372
Rafer Alston,2005,Toronto Raptors,28,NBA,PG,1136,514
Rafer Alston,2006,Houston Rockets,29,NBA,PG,761,425
Rafer Alston,2007,Houston Rockets,30,NBA,PG,1088,444
Rafer Alston,2008,Houston Rockets,31,NBA,PG,969,392
Rafer Alston,2009,TOT,32,NBA,PG,900,406
Rafer Alston,2010,TOT,33,NBA,PG,427,176
Peter Aluma,1999,Sacramento Kings,25,NBA,C,2,0
John Amaechi,1996,Cleveland Cavaliers,25,NBA,PF,77,9
John Amaechi,2000,Orlando Magic,29,NBA,C,836,95
John Amaechi,2001,Orlando Magic,30,NBA,C,650,74
John Amaechi,2002,Utah Jazz,31,NBA,PF,175,29
John Amaechi,2003,Utah Jazz,32,NBA,C,99,21
Ashraf Amaya,1996,Memphis Grizzlies,24,NBA,PF,339,33
Ashraf Amaya,1997,Washington Wizards,25,NBA,PF,40,3
Al-Farouq Aminu,2011,Los Angeles Clippers,20,NBA,SF,457,60
Al-Farouq Aminu,2012,New Orleans Pelicans,21,NBA,SF,399,66
Al-Farouq Aminu,2013,New Orleans Pelicans,22,NBA,SF,555,103
Al-Farouq Aminu,2014,New Orleans Pelicans,23,NBA,SF,572,114
Al-Farouq Aminu,2015,Dallas Mavericks,24,NBA,SF,216,29
Louis Amundson,2007,TOT,24,NBA,PF,16,1
Louis Amundson,2008,Philadelphia 76ers,25,NBA,PF,18,0
Louis Amundson,2009,Phoenix Suns,26,NBA,PF,321,28
Louis Amundson,2010,Phoenix Suns,27,NBA,PF,371,31
Louis Amundson,2011,Golden State Warriors,28,NBA,PF,200,17
Louis Amundson,2012,Indiana Pacers,29,NBA,PF,213,14
Louis Amundson,2013,TOT,30,NBA,PF,76,11
Louis Amundson,2014,TOT,31,NBA,PF,38,6
Louis Amundson,2015,TOT,32,NBA,PF,62,21
Bob Anderegg,1960,New York Knicks,22,NBA,SF,133,29
Chris Andersen,2002,Denver Nuggets,23,NBA,C,72,7
Chris Andersen,2003,Denver Nuggets,24,NBA,C,305,32
Chris Andersen,2004,Denver Nuggets,25,NBA,PF,243,35
Chris Andersen,2005,New Orleans Pelicans,26,NBA,C,513,71
Chris Andersen,2006,New Orleans Pelicans,27,NBA,C,161,6
Chris Andersen,2008,New Orleans Pelicans,29,NBA,C,6,0
Chris Andersen,2009,Denver Nuggets,30,NBA,C,452,31
Chris Andersen,2010,Denver Nuggets,31,NBA,PF,448,33
Chris Andersen,2011,Denver Nuggets,32,NBA,C,250,20
Chris Andersen,2012,Denver Nuggets,33,NBA,C,168,6
Chris Andersen,2013,Miami Heat,34,NBA,C,207,17
Chris Andersen,2014,Miami Heat,35,NBA,C,477,19
Chris Andersen,2015,Miami Heat,36,NBA,C,155,21
David Andersen,2010,Houston Rockets,29,NBA,C,367,44
David Andersen,2011,TOT,30,NBA,PF,134,13
Alan Anderson,2006,Charlotte Hornets,23,NBA,SF,207,32
Alan Anderson,2007,Charlotte Hornets,24,NBA,SG,98,21
Alan Anderson,2012,Toronto Raptors,29,NBA,SF,163,26
Alan Anderson,2013,Toronto Raptors,30,NBA,SF,693,103
Alan Anderson,2014,Brooklyn Nets,31,NBA,SF,564,81
Alan Anderson,2015,Brooklyn Nets,32,NBA,SG,288,49
Andrew Anderson,1968,Virginia Squires,22,ABA,PG,730,118
Andrew Anderson,1969,TOT,23,ABA,SG,344,45
Andrew Anderson,1970,TOT,24,ABA,SG,1007,164
Antonio Anderson,2010,Oklahoma City Thunder,24,NBA,SF,2,0
Cliff Anderson,1968,Los Angeles Lakers,23,NBA,SG,26,17
Cliff Anderson,1969,Los Angeles Lakers,24,NBA,SG,135,31
Cliff Anderson,1970,Denver Nuggets,25,ABA,SG,6,4
Cliff Anderson,1971,TOT,26,NBA,SG,86,20
Dan Anderson,1968,Brooklyn Nets,24,ABA,C,1149,92
Dan Anderson,1969,TOT,25,ABA,C,558,66
Dan Anderson,1975,Portland Trail Blazers,24,NBA,SG,120,81
Dan Anderson,1976,Portland Trail Blazers,25,NBA,PG,227,85
Derek Anderson,1998,Cleveland Cavaliers,23,NBA,SF,770,227
Derek Anderson,1999,Cleveland Cavaliers,24,NBA,SG,409,145
Derek Anderson,2000,Los Angeles Clippers,25,NBA,SG,1080,220
Derek Anderson,2001,San Antonio Spurs,26,NBA,SG,1269,301
Derek Anderson,2002,Portland Trail Blazers,27,NBA,SG,757,216
Derek Anderson,2003,Portland Trail Blazers,28,NBA,PG,1057,325
Derek Anderson,2004,Portland Trail Blazers,29,NBA,SG,694,228
Derek Anderson,2005,Portland Trail Blazers,30,NBA,SG,432,143
Derek Anderson,2006,TOT,31,NBA,SG,349,101
Derek Anderson,2007,Charlotte Hornets,32,NBA,SF,399,133
Derek Anderson,2008,Charlotte Hornets,33,NBA,SG,141,44
Dwight Anderson,1983,Denver Nuggets,22,NBA,PG,21,3
Eric Anderson,1993,New York Knicks,22,NBA,PF,21,3
Eric Anderson,1994,New York Knicks,23,NBA,PF,21,2
Greg Anderson,1988,San Antonio Spurs,23,NBA,PF,957,79
Greg Anderson,1989,San Antonio Spurs,24,NBA,PF,1127,61
Greg Anderson,1990,Milwaukee Bucks,25,NBA,PF,529,24
Greg Anderson,1991,TOT,26,NBA,PF,292,16
Greg Anderson,1992,Denver Nuggets,27,NBA,PF,945,78
Greg Anderson,1994,Detroit Pistons,29,NBA,PF,491,51
Greg Anderson,1995,Atlanta Hawks,30,NBA,PF,148,17
Greg Anderson,1996,San Antonio Spurs,31,NBA,PF,54,10
Greg Anderson,1997,San Antonio Spurs,32,NBA,C,322,34
